,ID_REF,GSM215632,GSM215633,GSM215636,GSM215639,GSM215642
40257,SLC35B3,233.7,113.1,216.6,239.4,288.3
40258,,23.3,94.9,55.4,130.1,161.2
40259,,320.5,552.1,452.2,415.3,325.7
40260,SPATA8,94.3,20.9,78.8,20.4,51.0
40261,,18.3,60.3,56.1,47.1,51.6
40262,UNC5CL,100.0,83.3,52.5,49.1,46.3
40263,PLA2G12B,47.6,51.2,20.1,10.4,5.2
40264,AP1AR,28.3,15.2,8.8,66.0,49.4
40265,LARP1B,123.5,100.9,63.3,191.5,201.3
40266,SLC35G1,112.5,129.0,148.7,128.6,72.3
40267,,53.0,65.3,8.6,3.9,67.2
40268,TRIM50,7.5,13.6,16.8,10.2,3.7
40269,KLF15,957.0,1294.9,1095.6,856.9,1154.6
40270,ARNT,331.2,508.2,288.2,363.2,383.6
40271,STK11,489.6,538.9,545.1,435.7,292.1
40272,PALM3,12.6,9.4,24.4,9.1,7.9
40273,C19orf26,62.7,23.5,39.8,87.1,31.3
40274,ARX,118.8,45.9,88.3,84.0,52.7
40275,SLC6A19,95.7,21.3,33.3,75.2,109.5
40276,OCLN,724.7,841.9,895.7,848.4,659.3
40277,CARS2,63.8,35.6,52.4,24.0,78.8
40278,LOC101929886 /// PGM5-AS1,92.2,93.5,125.7,119.0,49.5
40279,SYT7,92.2,39.9,50.2,84.9,75.6
40280,EFHC1,73.1,140.7,145.5,87.0,86.3
40281,,150.4,138.0,126.6,117.3,49.2
40282,LOC100506082,109.6,76.6,41.6,123.1,46.2
40283,F5,15.0,7.6,11.8,23.9,7.2
40284,ZRANB2-AS1,9.6,7.2,56.3,12.5,6.1
40285,KGFLP2,108.7,223.6,170.9,110.2,92.2
40286,LOC286071,118.6,14.1,126.0,51.0,11.5
40287,DSC2,51.6,12.3,9.2,19.7,620.7
40288,,403.8,259.2,343.9,350.7,257.1
40289,OTUD1,154.9,170.5,88.7,162.6,148.0
40290,LOC100505774,17.1,27.4,80.6,65.3,7.2
40291,,4.8,28.3,5.3,26.4,45.1
40292,,55.8,56.1,28.2,37.6,46.0
40293,NAA30,37.7,53.5,58.8,21.1,48.6
40294,RORB,24.6,8.0,37.2,45.1,35.2
40295,POLR1E,219.6,141.4,219.0,129.0,188.6
40296,,61.8,22.6,47.7,29.6,72.8
40297,PCDP1,107.3,69.7,85.9,103.9,53.1
40298,C1orf194,10.4,22.0,16.4,7.1,10.1
40299,C11orf31,8806.0,10357.2,10084.0,10906.9,8842.8
40300,LINC01023,6.9,6.6,8.5,12.9,22.5
40301,,211.4,365.1,423.1,295.6,120.8
40302,,16.0,6.8,12.2,93.5,61.0
40303,LMO2,3.5,30.2,44.9,26.1,27.5
40304,HRASLS5,93.3,127.4,119.3,11.7,60.0
40305,LINC00948,26.8,65.8,69.6,48.9,54.5
40306,GLOD5,118.1,121.2,75.7,92.6,22.5
40307,KCNB1,11.0,5.3,57.1,13.6,36.5
40308,SPACA4,72.8,84.3,24.7,112.5,14.0
40309,,79.2,3.5,52.9,33.4,58.3
40310,AC018755.16,417.4,660.7,756.3,626.3,411.5
40311,,153.3,165.9,69.6,119.8,107.9
40312,FXYD4,42.0,5.2,45.1,19.6,27.6
40313,SCAND1,2554.0,2630.1,2851.6,3114.9,3673.8
40314,,24.6,10.1,4.6,5.5,2.6
40315,MIR302B,135.6,143.7,156.9,61.7,186.5
40316,DOCK9-AS2,139.5,232.8,176.8,193.0,144.5
40317,,1.2,31.6,42.6,10.0,17.2
40318,NUP50,13.9,23.6,4.6,62.5,99.1
40319,PDE6D,127.1,57.9,9.1,53.2,71.1
40320,CLCN4,33.3,59.6,46.5,5.0,22.6
40321,AKAP12,25.0,7.0,18.3,5.7,9.4
40322,SLC47A2,72.0,56.8,63.5,30.4,16.1
40323,,119.6,148.8,142.2,83.5,84.1
40324,IYD,64.7,91.4,96.5,12.8,26.1
40325,YTHDF3-AS1,322.2,300.3,237.3,505.0,283.6
40326,MIDN,37.9,30.9,62.2,12.4,2.3
40327,C1orf168,102.7,209.3,206.7,110.8,110.6
40328,,72.4,12.7,76.3,28.7,21.8
40329,ABI2,308.9,226.9,207.7,330.4,251.5
40330,C16orf82,16.7,7.5,19.5,34.2,8.7
40331,C1orf192,10.8,6.1,39.5,12.2,11.2
40332,SLC25A37,15.9,64.5,85.1,157.6,141.8
40333,NANOG,51.1,102.2,30.6,18.3,78.5
40334,CDAN1,4.7,13.7,9.1,5.6,8.0
40335,C2orf73,25.0,24.5,12.5,16.5,21.5
40336,,20.0,9.1,82.2,19.1,27.8
40337,ETV5,63.1,67.7,21.6,107.3,77.0
40338,WDR96,30.7,62.8,5.2,3.9,3.5
40339,,126.5,79.1,123.0,145.6,102.3
40340,AB488780,453.7,470.6,466.6,353.9,218.5
40341,,102.5,137.3,85.4,73.8,104.5
40342,MORF4L2-AS1,79.5,12.9,6.0,9.7,40.0
40343,LOC100505664,10.5,7.8,9.5,5.3,6.5
40344,,1866.6,1991.5,1846.7,1353.7,1597.1
40345,,3.5,1.8,4.6,3.9,5.4
40346,RP11-252E2.1,96.9,56.1,21.6,37.9,79.2
40347,FCRL3,48.3,29.4,68.8,32.5,31.1
40348,LOC100996643 /// LOC101928195 /// MTHFD1L,458.2,246.4,249.7,997.8,622.8
40349,LOC101928045,76.4,61.9,6.1,74.7,15.5
40350,PCAT4,82.1,18.9,16.4,44.7,59.7
40351,,21.0,16.4,13.5,78.9,17.6
40352,,7.2,36.2,45.7,1.8,57.7
40353,FKBP15,29.3,31.2,77.2,84.3,70.8
40354,RRAD,5.5,7.7,5.4,5.9,4.3
40355,,197.6,294.4,349.7,171.6,243.2
40356,CROT,538.0,383.1,367.6,366.4,393.5
40357,KCNN3,24.1,36.3,58.5,31.6,6.3
40358,TDRD5,10.0,7.4,4.6,15.9,3.8
40359,RP11-399E6.1,11.9,3.9,5.6,3.5,5.2
40360,BMS1P6,492.5,490.9,361.4,344.5,371.8
40361,,106.0,151.4,110.7,67.8,51.8
40362,FUS,212.2,272.5,203.5,128.0,227.4
40363,,30.3,5.4,9.8,44.5,1.8
40364,,39.0,47.5,64.8,55.9,20.4
40365,SCYL3,230.8,279.8,322.7,146.8,261.1
40366,SNRPE,40.9,118.7,72.5,36.1,92.5
40367,,8.4,15.1,13.6,12.3,11.1
40368,SPATA22,1.4,7.2,6.4,26.3,13.4
40369,POLH,192.2,225.3,202.0,179.0,143.7
40370,RP11-190A12.8,89.5,88.7,14.3,77.3,117.8
40371,FAM181A,81.0,68.0,69.6,11.0,91.2
40372,ANKRD35,77.1,75.8,35.1,60.2,11.2
40373,RFC3,247.5,348.3,275.5,227.2,188.3
40374,PKIB,165.3,204.7,253.9,213.9,254.3
40375,HPS3,199.9,158.0,129.4,140.5,209.8
40376,ZDHHC19,4.1,9.1,9.6,11.1,4.5
40377,TRIM36,7.7,5.3,10.0,5.0,20.3
40378,LY9,9.0,131.7,12.5,51.3,61.4
40379,,7.7,5.1,64.2,43.5,30.6
40380,C2orf70,10.5,19.3,81.3,28.9,117.9
40381,,2.2,7.8,4.8,29.6,11.5
40382,FAM181B,79.0,2.4,43.4,65.8,80.4
40383,MCHR2-AS1,76.4,49.1,63.2,99.8,33.6
40384,FKBP7,70.2,78.1,119.2,102.7,93.0
40385,FAM133A,49.0,5.8,56.1,10.1,4.2
40386,,100.9,146.3,140.2,59.7,50.4
40387,DRC1,11.7,16.9,61.1,15.4,11.0
40388,SCP2D1,6.1,31.2,66.7,8.7,8.2
40389,LOC151174,105.4,104.2,54.0,132.6,43.4
40390,,51.8,111.5,70.5,85.3,66.0
40391,IDH3A,52.8,38.4,12.7,37.2,68.8
40392,TRPC5OS,7.3,24.3,21.5,25.1,9.8
40393,,14.1,17.3,13.4,19.6,78.5
40394,TPPP2,5.7,10.4,11.6,8.7,6.2
40395,RP11-217B1.2,123.1,15.8,52.7,90.2,25.1
40396,,146.2,78.4,84.3,84.1,130.8
40397,TMEM178B,43.4,26.2,16.9,22.5,66.1
40398,SMARCD3,7.0,5.6,18.0,75.0,4.7
40399,PAX9,161.5,160.9,131.5,140.9,114.5
40400,FAM24B,385.1,274.7,287.0,318.1,267.7
40401,,16.0,47.9,77.8,50.9,29.7
40402,IGFL2,8.6,14.1,36.3,11.5,11.1
40403,ULK4,152.2,83.4,30.5,87.4,101.9
40404,RP11-61L19.2,15.2,88.2,96.5,103.0,35.6
40405,DLGAP3,13.5,19.6,38.7,22.1,28.0
40406,INO80D,178.8,214.5,164.8,172.0,103.4
40407,C16orf86,196.5,149.3,69.3,151.5,123.7
40408,TINAG,110.2,68.3,50.4,26.7,10.6
40409,DEFB119,9.3,51.6,31.9,12.3,5.5
40410,HAO2,47.5,67.9,131.1,120.6,51.8
40411,TTLL11,175.6,171.1,120.5,198.6,104.4
40412,PTBP1,114.4,28.5,18.8,10.8,11.6
40413,CXorf51A /// CXorf51B,104.4,24.9,97.2,50.9,54.8
40414,,17.9,8.2,7.0,1.8,22.3
40415,TRIM8,51.4,17.1,127.4,130.9,119.2
40416,CLDND2,95.3,37.1,144.8,135.9,97.8
40417,C1orf111,16.7,78.3,34.6,15.0,11.1
40418,ABCA17P,175.9,198.7,234.6,244.3,116.4
40419,,71.6,64.0,92.4,35.6,62.5
40420,GPR155,123.7,188.4,170.7,72.9,48.2
40421,,61.9,79.6,74.7,38.1,64.3
40422,,14.3,5.8,20.1,16.6,5.1
40423,,368.9,595.8,582.2,368.4,332.0
40424,,28.9,29.4,11.0,7.7,3.0
40425,,94.0,77.3,106.1,155.3,67.2
40426,C9orf117,77.2,54.7,48.3,94.8,78.2
40427,PYROXD1,52.6,46.2,28.9,49.9,21.9
40428,,42.4,33.1,49.1,51.5,13.9
40429,BEND6,51.5,41.7,25.2,48.3,41.5
40430,PRR19,43.9,89.9,130.7,81.5,75.3
40431,HCFC1,11.7,78.5,178.0,87.2,39.2
40432,SPATA4,150.2,90.9,48.9,150.2,98.8
40433,IP6K3,23.8,16.9,6.9,15.1,3.1
40434,,81.9,40.2,30.0,139.5,50.3
40435,,39.0,17.4,49.8,39.9,43.8
40436,WIPF1,14.1,24.7,33.6,11.5,10.8
40437,,300.9,115.8,128.8,154.6,429.1
40438,DHX8,31.8,53.3,17.1,13.6,20.6
40439,KIAA1161,16.5,53.4,7.7,98.2,44.2
40440,LINC00643,14.6,15.1,22.1,35.2,33.9
40441,SLC28A1,7.9,7.1,33.7,14.3,38.1
40442,ZSCAN2,409.9,457.7,509.7,513.2,363.2
40443,,66.1,29.9,66.1,74.1,14.0
40444,POM121L10P,63.8,77.0,69.4,36.5,51.6
40445,,13.8,11.8,52.0,20.0,28.3
40446,LPAR3,3894.6,3747.2,3449.5,5185.4,3443.1
40447,TAOK1,188.2,233.5,143.0,119.1,251.0
40448,SNX32,129.7,124.2,35.3,94.9,66.8
40449,KLRG2,43.9,9.4,8.3,8.0,10.3
40450,LINC00202-1,41.9,41.4,133.5,72.5,13.0
40451,PPP1R3F,93.7,57.1,18.1,139.1,44.2
40452,CDK6,13.3,72.0,86.5,70.0,37.6
40453,RP11-271C24.3,623.5,554.9,420.9,279.0,470.2
40454,LSM14B,71.9,128.5,93.5,74.1,210.4
40455,PTGER1,154.5,139.9,184.1,47.3,66.0
40456,ALDH1L2,9.6,26.0,51.5,85.6,3.0
40457,LOC100505478,30.5,139.6,95.3,28.5,59.7
40458,ZGRF1,68.4,39.4,54.1,65.7,55.7
40459,,203.1,264.5,184.0,115.4,234.6
40460,,5.8,12.2,14.8,7.9,8.3
40461,,114.5,140.7,114.2,79.9,115.0
40462,SLC13A3,45.6,74.0,54.0,21.9,16.8
40463,EXOC3L4,12.9,15.2,7.6,16.6,5.3
40464,C11orf85,125.6,4.6,109.0,58.4,9.6
40465,YIF1B,6.0,24.4,7.9,71.4,6.3
40466,,177.4,277.3,302.7,303.0,225.3
40467,PDE1A,13.5,16.9,9.7,2.6,6.6
40468,,26.6,7.1,21.6,27.0,72.7
40469,ZNF570,355.1,293.5,389.2,196.3,217.0
40470,TMEM179,8.8,5.3,7.1,8.9,4.0
40471,SLC13A3,38.8,61.8,137.1,65.1,19.0
40472,,60.6,59.1,63.3,82.7,30.7
40473,CMTM1,18.3,4.4,18.4,10.0,5.6
40474,CELF4,12.7,3.5,4.3,2.9,17.7
40475,CLEC16A,86.9,53.7,95.1,47.0,66.2
40476,,18.1,28.2,23.1,14.4,16.2
40477,CSMD1,396.5,885.0,546.8,393.2,215.3
40478,PRKAG2,120.6,141.1,75.8,105.7,13.7
40479,,250.0,315.3,205.5,168.5,203.4
40480,MED14OS,14.0,50.3,67.4,198.1,75.0
40481,,120.4,52.7,73.7,112.9,121.2
40482,BCL2L1,45.4,37.7,13.0,16.1,15.5
40483,HILS1,64.1,8.2,4.9,7.3,30.4
40484,KCNK10,57.1,40.2,25.4,60.9,45.3
40485,,6.5,55.0,24.1,27.1,49.7
40486,LOC100506125,193.1,236.0,222.3,242.3,171.6
40487,PCAT6,229.2,488.9,383.3,498.3,377.4
40488,CTSC,44.6,48.9,95.2,5.4,53.9
40489,NKTR,307.4,264.8,327.9,138.3,270.0
40490,ZFP57,6.9,10.4,17.5,19.2,7.2
40491,RP11-219B4.3,8.8,21.5,56.5,12.4,11.0
40492,,105.4,134.2,69.7,95.2,22.6
40493,,41.3,34.1,1.3,33.4,1.5
40494,DIO2,68.0,68.5,68.9,75.2,51.3
40495,,84.5,90.9,67.6,44.8,60.3
40496,BHLHE41,12.7,47.8,42.7,52.5,24.4
40497,BHLHE41,14.2,125.9,213.3,58.6,69.0
40498,CASD1,70.2,54.3,93.5,43.5,48.6
40499,,18.9,11.9,12.5,17.7,11.1
40500,,6.3,76.5,63.6,139.6,95.0
40501,LOC727820,73.1,66.7,77.2,20.1,59.4
40502,AX747517 /// CST6,31.2,67.7,9.8,39.9,7.1
40503,SZT2,325.2,316.1,273.0,309.1,345.2
40504,LOC101060400,7.9,10.9,9.6,10.4,5.5
40505,WIPF2,91.0,115.9,155.4,118.4,71.4
40506,KANSL1L,161.9,247.7,205.0,147.0,151.1
40507,SPPL2C,11.0,9.7,15.9,13.5,8.7
40508,,153.0,183.4,278.5,356.6,90.2
40509,MPRIP,206.6,302.1,331.7,355.6,394.0
40510,LOC727944,67.0,31.0,15.5,12.7,8.3
40511,TCERG1L,134.1,123.5,142.4,136.9,139.0
40512,RP11-489E7.4,110.4,144.3,53.0,181.7,184.6
40513,CCND2,158.9,163.3,155.9,119.4,115.0
40514,ZNF582-AS1,49.5,39.2,44.0,105.8,87.4
40515,CATSPERG,48.5,21.8,4.1,64.3,9.6
40516,,88.0,158.5,133.8,107.9,105.1
40517,ARMC12,11.5,6.0,117.0,15.3,84.5
40518,TMCO2,8.4,17.6,66.6,27.4,4.4
40519,COX7B2,878.2,953.9,1127.8,651.1,374.2
40520,LYPD4,35.5,71.8,122.9,77.9,74.6
40521,RP11-12M5.1,4.6,6.7,22.8,30.0,5.7
40522,MYBL1,16.6,52.1,26.5,154.9,90.2
40523,ASCC3,378.1,323.7,328.0,287.1,439.7
40524,CA13 /// LOC100507258,75.3,13.0,114.7,67.6,33.8
40525,NMRAL1,1858.3,2006.1,2051.2,2359.9,1654.5
40526,MED7,225.2,103.2,111.5,142.4,93.0
40527,FRZB,39.1,17.6,27.5,41.3,37.5
40528,,1177.6,1246.2,1259.1,814.4,1620.7
40529,LINC00982,7.2,4.9,7.5,4.0,4.0
40530,,86.6,150.3,314.3,261.2,200.5
40531,DTWD2,488.4,446.4,431.2,418.7,303.7
40532,LOC101927503,8.3,80.1,11.9,10.7,6.2
40533,PATE1,21.1,24.9,9.5,31.5,1.5
40534,HEBP2,60.3,43.1,148.6,31.9,29.3
40535,,257.3,358.0,227.2,196.1,172.8
40536,,71.0,110.2,86.4,103.4,54.3
40537,MGAT4A,58.9,30.6,46.2,56.9,11.2
40538,LOC100506406,164.7,11.9,78.5,74.3,48.9
40539,,264.7,280.9,241.5,333.0,130.3
40540,C9orf47,53.5,19.3,105.1,53.5,22.2
40541,PRSS54,70.1,11.1,13.6,54.6,11.5
40542,CCDC88C,80.0,216.4,126.6,110.7,112.3
40543,,4.0,10.9,8.8,4.4,3.5
40544,RCCD1,21.2,5.5,12.9,35.1,9.6
40545,GIPR,48.9,105.6,38.7,50.8,28.7
40546,EID3,72.5,36.3,26.1,49.0,40.2
40547,,15.5,0.9,11.0,3.9,4.6
40548,,22.4,7.1,49.3,60.2,54.3
40549,ME3,48.5,68.5,121.3,106.5,61.4
40550,,314.0,293.5,367.0,517.8,308.5
40551,DOT1L,212.8,351.7,138.0,162.6,193.7
40552,RP11-353N14.1,203.3,202.3,107.9,231.1,150.6
40553,AGAP3,61.4,117.6,43.7,95.3,131.9
40554,C16orf93,82.9,90.9,65.1,102.9,128.0
40555,NUP54,0.6,4.4,22.0,3.9,40.6
40556,,37.7,71.3,131.8,108.8,61.5
40557,LINC00158,6.8,48.4,66.7,51.1,7.4
40558,PPP3R2,72.2,67.0,10.0,5.9,11.3
40559,LOC100507520,40.1,220.2,90.3,227.4,152.6
40560,LYZL4,96.2,89.5,140.9,71.5,48.3
40561,RP11-382F24.1 /// RP11-382F24.2,19.6,4.1,1.6,2.5,0.8
40562,,81.8,66.4,114.6,76.5,37.5
40563,,114.8,125.4,106.6,70.3,96.6
40564,TRIM71,60.2,63.8,7.9,96.0,42.9
40565,,1262.4,1054.3,1389.7,1321.7,1037.5
40566,LOC101928487,304.4,304.0,271.0,539.6,267.3
40567,FLJ27354,3.1,3.4,9.6,10.6,32.5
40568,,7.7,25.4,5.9,15.8,3.2
40569,,8.3,10.9,13.3,2.6,7.0
40570,,284.5,243.8,342.5,385.2,319.9
40571,TSNARE1,137.8,114.2,62.8,25.4,38.5
40572,DNM1P46,21.2,5.6,13.4,16.3,18.2
40573,KIF9,1342.4,2641.5,1915.1,1777.4,1554.8
40574,EBP,128.8,111.4,39.8,123.1,78.8
40575,ACER3,138.4,18.1,40.9,26.6,57.3
40576,,9.9,10.7,21.1,23.1,16.4
40577,PSMB2,6.6,96.9,125.1,64.7,82.2
40578,,37.8,25.0,17.2,20.7,13.6
40579,UNC5D,4.8,26.6,44.0,15.0,12.0
40580,,10.1,30.8,34.6,12.4,2.5
40581,,25.0,34.0,13.6,36.6,26.1
40582,RASGRP4,20.7,20.1,23.4,23.8,52.1
40583,,16.8,2.6,14.7,1.8,1.5
40584,LINC00445,52.6,9.3,4.5,5.5,9.4
40585,,40.7,52.3,101.9,12.3,40.0
40586,,16.2,48.8,27.0,35.1,22.5
40587,LOC100505515,77.5,126.8,19.6,28.7,96.4
40588,LOC101929480,42.9,38.2,40.5,6.7,20.3
40589,MS4A6E,38.2,9.4,2.7,9.4,55.0
40590,CPNE4,6.8,45.8,33.6,8.5,26.3
40591,LOC100505498 /// TEX41,7.6,5.2,3.7,62.5,3.3
40592,NUTM1,45.7,182.4,227.2,234.4,105.6
40593,TSPYL6,14.5,16.2,7.1,2.5,11.4
40594,,54.7,34.1,59.5,14.1,4.9
40595,SLC35D3,7.4,21.5,3.8,5.9,35.1
40596,B4GALT6,77.3,70.8,4.7,101.7,19.0
40597,,27.9,28.2,60.0,39.6,60.0
40598,RP11-102C16.3,28.2,40.4,3.6,10.2,8.2
40599,DHRS12,13.3,16.1,64.0,90.1,51.7
40600,,8.6,10.2,5.8,4.1,9.1
40601,LOC100996694,9.1,5.2,12.7,6.9,5.9
40602,LMO3,34.2,32.2,5.9,28.8,3.5
40603,GPR150,22.4,43.9,34.4,20.3,14.2
40604,LINC01350,7.4,3.3,11.7,7.8,10.2
40605,,13.1,25.1,46.9,50.7,12.4
40606,SLC22A8,83.2,34.5,107.6,62.0,15.9
40607,,43.7,48.3,13.6,24.4,5.7
40608,LOC780529,34.8,6.3,134.1,48.0,22.5
40609,CACNG8,32.1,123.3,194.8,109.8,101.2
40610,RP11-862L9.3,58.3,50.0,54.1,62.9,40.4
40611,CLEC12B,2.9,2.1,21.3,3.6,2.8
40612,MRO,36.2,8.1,17.0,4.3,35.4
40613,APOH,8.6,6.5,14.7,5.9,8.5
40614,C20orf141,9.5,19.6,20.1,86.0,11.9
40615,NLGN1,108.9,141.9,117.3,54.6,82.0
40616,,7.4,10.0,10.5,36.5,5.3
40617,LELP1,63.5,129.0,86.8,71.3,4.5
40618,NFIA-AS2,34.0,22.5,53.2,38.2,26.3
40619,HOXA10-AS /// MIR196B,2.6,7.5,11.6,7.6,7.0
40620,FDPSP2,51.8,120.1,80.0,89.6,86.7
40621,,78.2,83.0,9.7,76.8,53.9
40622,BOD1L2,50.1,57.2,78.2,33.7,72.5
40623,ZNF333,61.4,124.9,123.3,89.3,41.8
40624,PPM1A,728.1,809.4,716.8,701.3,912.4
40625,TDRD10,88.7,91.3,50.7,13.8,15.8
40626,SLC25A48,52.6,32.0,5.3,57.3,3.7
40627,RNF133,11.0,5.6,12.2,14.3,5.7
40628,,166.7,169.4,233.5,180.0,191.4
40629,RP11-1277A3.1,5.1,107.9,159.6,6.9,46.1
40630,UPP2,32.4,8.6,17.1,74.7,6.2
40631,CXorf65,8.1,18.8,78.6,44.3,47.9
40632,LOC101929897,193.8,169.5,281.0,112.9,100.9
40633,LOC100507560,82.6,45.7,57.1,57.9,12.9
40634,C8orf34,74.2,79.2,83.1,30.0,1.9
40635,ESRG /// MIR4454,9.0,7.8,2.1,29.3,4.6
40636,FGF18,78.7,71.5,111.0,23.7,45.5
40637,,30.7,29.2,46.0,3.1,24.9
40638,GRIN2A,6.7,8.2,3.8,6.9,0.7
40639,DPPA3 /// DPPA3P2 /// LOC101060236,35.6,2.7,7.1,39.4,2.8
40640,FAM228A,8.9,63.2,3.4,57.9,21.5
40641,PXDC1,14.6,43.6,41.3,13.8,59.8
40642,,54.7,54.6,67.9,8.4,13.2
40643,PIH1D3,3.4,10.1,83.5,10.5,4.2
40644,,13.1,7.7,8.4,16.2,28.5
40645,CTXN3,2.5,1.2,2.1,24.9,6.0
40646,,9.3,5.6,61.2,31.9,57.0
40647,ZBTB43,155.0,122.1,262.8,207.5,157.5
40648,AC005754.7 /// BC016751,22.2,2.9,2.2,5.0,9.7
40649,ATP8A2,34.5,4.5,9.9,51.2,7.2
40650,FAM126A,187.1,173.7,127.4,200.7,192.5
40651,LPPR5,15.9,10.0,28.3,3.3,9.9
40652,SLC22A7,29.7,2.8,4.9,3.0,4.3
40653,RAB3IP,101.2,114.6,155.5,80.5,81.0
40654,,83.6,53.7,74.6,139.8,66.1
40655,,10.2,16.5,8.0,21.5,20.7
40656,LOC100507507,19.8,18.5,15.4,60.4,12.9
40657,TRIO,215.1,177.3,81.6,101.5,215.3
40658,SPTY2D1-AS1,74.1,15.3,94.0,106.9,6.3
40659,SPACA7,5.6,6.7,3.5,7.1,5.6
40660,ORAI2,67.6,115.5,50.5,148.3,52.6
40661,FOXH1,77.3,92.9,35.2,84.8,61.0
40662,TMEM92,97.0,94.9,25.4,67.8,56.4
40663,,63.5,20.4,11.6,28.4,46.9
40664,,8.7,38.2,69.7,7.1,2.0
40665,LHFP,91.9,149.1,114.3,117.0,94.4
40666,LOC101929709,138.7,117.5,163.7,167.0,108.2
40667,RP1-202O8.3,11.0,14.0,11.5,15.0,5.2
40668,,18.9,26.1,9.4,33.2,9.2
40669,WBSCR22,5.5,5.6,4.4,5.7,3.8
40670,DHDH,39.8,15.1,26.2,89.7,11.8
40671,,45.5,6.6,9.5,84.3,36.7
40672,,55.1,36.3,23.6,93.1,40.2
40673,LOC100505555 /// ZNF846,19.5,15.9,8.7,5.9,9.6
40674,GGN,7.7,30.9,26.1,7.3,5.2
40675,LINC00710,2.3,36.5,26.6,4.1,5.2
40676,TYSND1,131.0,126.0,202.0,90.0,9.6
40677,ANKRD16,252.5,45.0,224.7,208.5,146.9
40678,SLC5A12,1.5,26.5,44.3,1.9,4.2
40679,PLCZ1,2.1,38.2,6.0,4.7,10.5
40680,,6.0,2.0,6.1,4.5,27.2
40681,LOC284648,14.3,34.3,15.6,21.7,36.9
40682,,30.8,128.1,17.2,129.0,118.5
40683,TRABD2A,6.3,4.5,67.3,36.2,48.5
40684,FAM181B,26.7,84.6,58.5,31.1,9.0
40685,AL832909 /// LINC00984 /// LINC00984 /// LINC00984,649.7,1042.2,934.2,763.8,617.1
40686,,3.9,1.4,3.6,1.8,5.3
40687,LOC100506929,41.5,82.6,37.7,45.5,8.1
40688,LOC100505841,24.1,80.1,39.3,63.8,29.0
40689,C7orf34,7.2,88.8,14.0,85.2,45.2
40690,LOC101928134,26.1,39.4,82.9,12.5,78.4
40691,SLC35D2,212.6,310.1,233.1,296.8,139.1
40692,CDH8,32.5,17.0,23.0,0.8,28.2
40693,FAM84A,3.4,14.1,36.4,4.9,5.3
40694,LINC00943,10.0,9.8,12.7,80.5,8.2
40695,C7orf62,19.9,24.1,29.3,27.5,8.7
40696,ZPBP2,9.0,4.7,8.3,2.2,19.1
40697,ELFN1-AS1,334.8,339.3,329.5,370.1,324.1
40698,MIR7515 /// MIR7515HG,5.8,10.8,58.3,47.1,3.9
40699,PAX1,11.8,11.8,9.6,27.5,39.8
40700,LOC101928162,16.2,10.4,14.3,3.0,5.8
40701,LINC00851,64.6,44.2,46.7,72.0,12.4
40702,ADAD1,117.5,91.4,103.4,59.5,80.1
40703,,108.3,209.1,193.6,155.6,158.4
40704,,9.9,7.5,16.8,7.6,9.2
40705,,12.9,41.6,24.2,9.8,19.2
40706,HRASLS5,91.2,29.4,102.8,28.5,11.8
40707,C17orf105,14.4,6.3,50.9,8.5,4.3
40708,PLAC4,4.6,21.5,40.2,6.9,5.4
40709,LINC00487,23.8,4.0,2.1,34.0,7.0
40710,,39.9,48.7,7.6,85.5,64.8
40711,,6.1,14.4,7.5,5.5,5.0
40712,LINC00658,23.2,30.4,72.8,51.5,32.6
40713,LOC101927839,30.9,4.9,5.8,10.9,14.8
40714,RP11-320N7.2,42.0,41.8,4.9,37.2,65.3
40715,KRT71,15.2,7.5,4.1,3.1,7.3
40716,TMEM114,66.8,9.3,6.7,8.3,12.5
40717,CNTD1,16.1,32.7,42.4,13.9,12.6
40718,,1.0,24.0,14.4,9.0,0.7
40719,,6.8,30.0,10.4,7.0,4.9
40720,FAM71F1,41.2,14.9,40.7,7.2,72.0
40721,,74.3,11.2,13.5,60.8,49.3
40722,SH3BP4,28.6,69.0,20.1,95.6,28.9
40723,NTRK3-AS1,75.5,25.6,89.9,10.5,6.7
40724,LINC00664,18.4,31.0,3.2,4.0,11.8
40725,,95.5,44.0,80.2,86.5,30.4
40726,FBXO15,218.7,94.9,264.4,450.0,228.4
40727,LOC100506530,6.3,16.3,21.6,2.1,5.9
40728,KHDC3L,39.6,15.0,19.9,10.9,9.8
40729,TBC1D21,97.7,90.0,69.5,43.5,34.8
40730,,51.0,36.6,89.9,25.5,52.9
40731,,8.7,61.2,18.0,60.9,9.8
40732,LOC729966 /// PDE4C,7.6,8.8,25.9,48.2,32.7
40733,TTC33,73.5,45.9,53.4,16.3,31.3
40734,SLC6A19,12.3,30.9,8.9,24.4,12.3
40735,CCNB3,163.4,103.3,157.0,121.1,90.0
40736,LINC01206,40.1,104.0,68.7,80.1,20.3
40737,LOC100505985,11.2,21.5,8.6,2.9,2.3
40738,,104.5,52.4,113.6,20.5,13.0
40739,LOC100505540,66.7,52.5,48.5,13.8,15.9
40740,,2.4,5.8,2.3,1.5,1.2
40741,COX8C,16.0,33.3,2.7,2.3,1.2
40742,OTP,32.7,38.1,58.2,43.2,72.9
40743,CREG2,61.9,18.5,30.0,50.0,21.3
40744,,45.5,5.7,33.2,42.2,31.1
40745,LINC00113,16.8,22.3,22.1,26.4,26.1
40746,LOC101060004,33.8,19.9,10.1,24.2,73.1
40747,,135.8,137.0,76.3,177.4,100.1
