,ID_REF,GSM215632,GSM215633,GSM215636,GSM215639,GSM215642
476,PCDH10,11.9,13.2,16.1,16.4,5.4
477,TAB3,84.3,89.8,50.4,79.3,110.5
478,TAB3,113.4,80.4,145.4,67.5,120.0
479,GRK7,1.7,21.5,34.3,40.3,1.7
480,MMEL1,800.8,1118.9,1211.8,1040.3,519.6
481,PDE8A,452.8,608.8,351.8,352.0,600.9
482,NLRP6,30.7,49.5,42.9,27.9,3.8
483,AKNAD1,47.5,53.3,5.3,73.5,4.3
484,ZCCHC5,110.0,103.6,111.1,74.0,68.0
485,ATRIP /// TREX1,256.6,244.7,210.0,208.8,226.9
486,ZIC5,94.3,128.5,127.5,129.2,94.4
487,ANGPT1,26.0,23.3,31.8,24.3,8.9
488,TEDDM1,40.8,8.8,3.1,10.4,54.7
489,LOC149373,167.4,123.1,158.6,155.4,101.8
490,GABRG1,33.0,10.6,17.7,27.8,18.7
491,PANX2,51.1,62.2,66.0,27.2,39.0
492,ZNF114,27.4,7.8,60.3,28.6,5.3
493,ZNF114,27.9,18.8,37.7,59.1,8.0
494,CCDC27,9.7,5.7,33.5,7.1,6.8
495,C15orf26,22.0,3.3,63.0,55.7,6.8
496,LOC100652931 /// RBMY2FP,39.3,45.6,3.7,60.0,55.1
497,NEUROD2,34.0,41.6,28.8,69.2,52.0
498,C5orf17,54.9,21.0,54.1,13.8,66.7
499,LINC00208,42.6,53.5,69.0,34.3,7.8
500,DNAH6,53.5,22.2,9.1,57.1,47.3
501,LRRC15,76.3,13.7,5.8,9.5,39.3
502,,52.2,41.5,79.9,85.2,24.8
503,TTC40,25.8,18.8,8.8,20.2,5.3
504,B3GNT7,8.3,24.5,13.5,2.9,13.8
505,ZNF645,53.3,78.6,51.4,76.4,56.9
506,ZMYM6,169.8,167.2,178.4,191.4,143.3
507,ZMYM6,108.6,136.5,116.1,185.5,74.4
508,SGCZ,19.5,18.6,34.0,3.2,6.8
509,LOC100507431,49.4,21.3,12.6,2.9,0.2
510,WNT9B,66.1,50.7,30.9,15.0,26.5
511,,17.1,1.8,1.4,2.8,1.2
512,,13.2,36.7,4.0,5.4,67.7
513,,160.5,245.3,204.1,151.1,119.5
514,CNPY3,458.4,623.0,532.6,1176.8,764.4
515,SCAMP1,2327.8,2537.9,3107.4,2605.5,1823.4
516,LINC00471,56.1,6.4,20.0,66.8,53.9
517,HAS3,115.9,99.9,119.0,56.3,167.3
518,FGF4,12.1,7.0,8.9,80.5,8.3
519,SLC30A8,66.7,103.7,55.7,17.1,27.4
520,LOC142937,83.6,40.8,70.0,35.7,82.7
521,LOC439933,39.1,0.6,1.2,10.1,2.8
522,C11orf65,123.0,54.3,54.8,133.5,76.2
523,FAM71E2,11.1,3.1,3.1,6.8,2.6
524,OR5P2,84.1,89.3,84.0,22.1,3.6
525,DYDC1,18.5,1.8,9.4,5.0,1.0
526,IL27,32.7,33.8,52.7,8.0,7.3
527,IQCF1,50.3,116.0,36.4,15.4,95.4
528,DEFB125,7.2,8.4,5.3,57.8,3.1
529,WFDC10B,37.9,49.8,32.9,34.5,33.2
530,DEFB105A /// DEFB105B,34.6,49.1,5.2,4.1,5.2
531,PKHD1,27.5,62.6,5.9,88.4,7.7
532,PKD1L1,58.4,7.7,10.4,9.5,54.2
533,GPR112,5.5,2.2,6.7,57.0,7.7
534,TENM1,22.7,26.1,15.1,52.8,42.4
535,REXO1L1P,9.1,5.0,3.8,3.7,6.1
536,TAF1L,63.8,68.3,82.1,18.1,50.6
537,CNTNAP5,44.7,7.9,54.0,4.3,15.5
538,RECQL4,440.2,367.6,308.4,432.0,454.1
539,GPR113,78.3,119.0,87.0,61.8,39.0
540,TMC2,22.6,57.6,152.8,146.3,17.8
541,SMCR5,59.7,75.3,105.3,66.8,31.6
542,BICD2,29.1,87.2,55.0,7.9,57.5
543,ZIM3,1.4,3.7,14.8,40.2,25.3
544,NOX5,88.7,94.8,101.2,85.9,91.2
545,DAOA-AS1,12.5,13.7,21.3,19.9,19.5
546,GPR126,153.4,195.4,251.6,188.3,136.8
547,KLHL4,7.4,6.4,6.1,47.2,14.1
548,GPR156,9.1,50.8,4.7,61.9,12.4
549,SUOX,274.0,240.0,192.1,279.0,220.5
550,GPR115,30.2,8.9,3.5,70.9,5.1
551,IL31RA,15.2,6.1,10.4,20.4,39.9
552,SYTL5,2.0,7.1,12.0,11.3,3.5
553,SDCCAG8,213.6,328.9,242.0,293.9,150.2
554,GPR111,44.6,2.7,19.9,5.6,2.7
555,SYN2,4.3,2.3,48.2,24.6,28.4
556,ASB10,24.1,25.2,29.6,24.1,15.4
557,HTR3C,10.9,11.6,14.0,15.6,8.0
558,NFKBID,9.6,20.5,121.7,108.0,124.9
559,CD300LF,28.8,13.1,13.2,20.9,16.9
560,GJA10,6.5,37.2,108.4,4.4,8.7
561,WNT9A,14.9,4.3,13.4,3.9,15.2
562,GAL3ST2,9.0,32.8,70.4,28.6,63.2
563,PIP4K2B,129.9,160.4,103.1,146.1,54.3
564,PIP4K2B,225.2,260.6,266.2,243.2,288.4
565,ODF3,15.4,4.8,52.4,12.0,29.1
566,WFDC13,5.5,40.4,47.1,53.0,3.3
567,LINC00521,16.6,8.0,18.4,61.4,10.5
568,SLFN5,213.5,124.4,180.3,180.9,225.8
569,SERPINB12,4.8,86.6,12.3,54.0,68.2
570,GIPC3,51.2,30.7,163.6,19.4,18.2
571,PGLYRP3,43.2,4.3,7.5,2.7,10.3
572,PSKH2,67.4,99.5,93.0,86.7,69.9
573,OR6W1P,6.2,5.8,6.1,9.7,4.4
574,MOGAT1,65.9,57.3,97.0,25.6,6.6
575,GPR78,12.4,79.4,18.1,84.5,79.9
576,H1FOO,62.0,62.9,23.3,56.0,52.9
577,TAAR9,50.2,36.2,76.7,9.5,7.3
578,GNRHR2,58.8,78.4,85.1,25.1,97.2
579,,6.9,28.1,9.8,7.0,31.4
580,MYOZ3,63.2,91.4,25.9,97.7,28.0
581,MYOZ3,4.9,11.3,64.7,67.2,5.0
582,BNIPL,27.2,10.3,14.9,5.4,3.5
583,ASB11,7.5,41.0,48.5,6.4,8.7
584,OFCC1,39.3,9.4,15.6,7.0,21.1
585,OFCC1,5.7,6.8,7.0,30.0,1.6
586,SDR9C7,14.0,14.2,12.3,10.4,10.0
587,OR5P3,34.0,74.4,45.7,53.2,59.8
588,TRIM40,59.3,44.2,42.3,89.5,95.9
589,CSN1S2AP,40.2,36.9,45.6,80.5,48.1
590,WFDC12,56.1,69.9,43.5,31.1,22.2
591,CRYGN,14.4,46.0,58.8,51.4,6.9
592,,91.3,17.1,14.2,12.2,24.8
593,STARD6,8.5,2.9,44.5,18.8,7.8
594,C11orf40,15.1,3.0,9.5,5.7,3.1
595,C18orf12,16.8,18.1,56.9,39.7,25.7
596,BCL2L11,152.0,279.9,151.1,155.0,152.2
597,WFDC2,3.7,9.3,10.9,3.5,4.3
598,DEFB119,6.6,5.9,2.8,2.5,15.3
599,FLJ45513 /// TAC4,4.6,6.3,6.6,5.6,4.7
600,BCL2L11,537.4,537.9,405.8,474.6,493.4
601,TIGD1,1188.6,1155.8,1217.5,1288.3,794.6
602,ALKBH5,1024.8,967.2,1241.5,744.4,907.4
603,CCDC69,14.9,7.6,1.9,7.3,12.8
604,NFX1,2537.6,2417.8,2573.1,2475.5,3005.4
605,DSG2,2029.3,1731.9,1117.2,2240.5,2821.4
606,C5orf24,999.3,900.1,790.2,655.1,598.1
607,C5orf24,544.4,447.4,376.4,441.6,364.7
608,C5orf24,672.8,534.7,543.2,425.3,362.6
609,KBTBD6,856.0,911.4,959.6,691.9,678.9
610,CDK8,362.9,315.0,353.7,486.6,424.9
611,CDK8,1072.7,1393.1,1063.5,873.4,943.2
612,PTK6,518.1,437.9,427.3,391.6,485.9
613,NKD1,47.5,13.2,47.4,23.1,9.2
614,STK38,271.7,258.9,246.6,314.8,503.5
615,THEM4,762.7,857.6,836.8,632.8,790.7
616,CLSPN,62.8,27.0,26.1,6.8,69.1
617,RBAK,233.5,214.9,256.2,232.4,218.1
618,WDR62,73.3,98.2,150.7,50.1,68.1
619,WDR62,33.7,36.3,71.2,67.8,138.4
620,SLC39A12,17.9,36.3,3.5,21.5,36.6
621,RNF168,36.3,12.9,81.9,11.0,47.3
622,SVEP1,31.3,39.4,54.4,0.9,20.7
623,LOC652276,22.6,39.5,211.7,129.3,11.9
624,GATA4,4.7,56.9,8.5,55.3,4.2
625,TC2N,1158.5,1068.5,1255.3,741.3,1184.6
626,C9orf72,194.1,134.9,124.7,170.0,156.7
627,C9orf72,56.7,4.0,5.9,7.1,14.1
628,KCTD18,247.5,259.7,294.3,235.1,178.6
629,KLF11,131.2,129.7,50.2,127.1,103.4
630,ANKLE1,48.7,4.5,9.7,9.1,20.0
631,PLXNA3,97.6,56.2,60.4,8.0,15.9
632,PELO,167.0,201.7,112.2,142.9,156.5
633,LACC1,144.8,151.5,78.5,147.6,116.0
634,LACC1,44.1,72.4,63.6,32.4,26.7
635,TAPT1-AS1,156.0,132.3,89.3,155.3,110.1
636,C3orf30,72.7,48.7,55.6,12.3,8.9
637,RANBP3L,46.9,35.3,11.7,9.3,16.5
638,SNX13,284.1,468.4,338.1,224.4,228.1
639,KDM1B,148.8,139.2,106.2,86.9,165.5
640,ATP6V0D2,29.4,18.9,7.1,4.1,5.5
641,ATP6V0D2,54.4,138.0,95.8,52.5,62.7
642,ATP6V0D2,38.2,18.8,71.5,56.6,61.4
643,LHX4,12.7,16.0,4.0,6.6,9.7
644,LHX4,55.8,40.4,50.9,63.2,18.0
645,CEP19,306.2,188.5,215.9,284.2,258.3
646,DNAH11,13.5,40.0,11.0,59.5,6.9
647,PROSER3,281.5,283.7,288.6,296.2,197.3
648,ADPRHL1,76.9,76.3,212.0,152.1,32.3
649,SYNRG,66.5,118.5,76.1,101.4,38.9
650,CDH24,117.1,79.3,156.5,142.7,129.2
651,SEPSECS,925.2,423.9,411.0,891.5,646.8
652,GRIK5,129.3,75.0,23.9,16.2,10.0
653,LRRN4,5.8,11.5,16.5,83.7,61.8
654,LRRN4,29.7,6.0,74.0,58.0,54.3
655,ZNF777,752.8,693.6,733.1,608.3,566.0
656,JPH2,37.6,22.9,56.2,33.0,26.7
657,PDE5A,8.4,12.7,100.4,64.7,81.3
658,SH2D1B,45.0,51.5,89.4,20.8,98.0
659,SH2D1B,14.1,14.2,49.0,22.5,8.4
660,SSTR3,74.1,69.3,124.4,20.7,69.3
661,ADAMTS19,3.1,2.0,14.4,2.8,4.5
662,ADAMTS19,23.9,2.5,44.7,21.0,0.6
663,DDX31,98.8,100.9,79.5,136.9,70.8
664,UMODL1,4.2,24.6,21.9,4.0,3.5
665,RASEF,2291.7,2027.2,1746.5,1532.3,1792.4
666,RASEF,1981.8,1292.6,1228.6,1178.9,984.0
667,PARD3B,4.4,3.9,4.1,6.0,3.7
668,PARD3B,138.9,144.0,199.6,167.6,148.7
669,DST,13.7,1.7,4.7,13.7,30.6
670,ZNF441,258.8,218.8,201.9,165.2,175.2
671,ZNF441,88.6,119.4,175.5,127.5,105.9
672,NEGR1,28.9,9.5,1.9,2.5,25.9
673,FCRL3,7.8,6.9,5.0,15.1,5.1
674,DCAF4L2,11.3,6.2,20.9,9.4,5.1
675,DCAF4L2,11.1,18.0,2.6,25.1,46.7
676,STOX1,76.1,7.0,3.1,42.6,3.1
677,C20orf166-AS1,115.0,127.6,15.1,51.3,96.1
678,C20orf166-AS1,165.1,107.4,158.5,174.4,88.3
679,ARL10,78.3,151.4,85.5,164.5,37.4
680,,2.8,61.6,66.5,60.9,51.9
681,RNFT2,50.8,56.7,150.8,48.7,60.1
682,ANKFN1,5.2,20.2,4.6,6.3,7.1
683,KRT78,121.4,155.3,131.2,110.3,80.4
684,KRT78,3.9,33.1,8.1,54.0,15.0
685,CCDC7,17.8,2.9,23.4,31.9,2.6
686,CCDC7,11.8,17.0,84.2,162.2,6.6
687,ZNF41,72.5,75.8,91.5,165.9,91.5
688,ZNF41,104.0,113.1,95.2,78.8,107.2
689,ZNF512,475.5,407.2,448.6,638.9,442.0
690,AMMECR1,399.7,294.3,275.7,320.0,242.6
691,FAM117B,262.9,267.5,144.6,271.6,246.6
692,ZNF583,209.3,246.7,226.2,220.4,394.2
693,OXER1,171.7,270.0,493.6,558.6,148.3
694,LUZP1,9.4,60.0,6.3,28.6,21.7
695,ZNF75D,198.1,235.8,213.0,175.1,386.9
696,LINC00052,64.7,24.9,44.1,10.9,2.4
697,BRWD1,274.7,364.8,346.1,229.6,251.3
698,CCDC89,26.2,4.6,40.1,35.0,1.0
699,ZNF572,38.3,10.7,9.8,2.6,43.0
700,RMDN2,7.7,41.5,64.6,72.0,74.3
701,ADAMTS18,73.7,34.1,65.8,88.2,64.4
702,PCDHAC1,18.7,10.0,55.3,10.8,6.2
703,PCDHAC1,56.0,18.2,102.1,28.7,86.5
704,HIPK4,138.4,90.3,171.7,121.8,120.7
705,FAM124A,102.2,31.4,29.2,22.6,25.9
706,NKAIN3,73.7,9.0,125.2,62.2,55.7
707,ITIH5,42.2,31.6,10.3,10.1,5.4
708,FANCB,223.0,113.8,85.9,156.3,155.5
709,POMK,87.9,198.0,177.8,167.9,202.0
710,ZNF709,59.7,69.4,85.7,78.4,66.5
711,CCDC57,89.3,53.6,70.5,62.0,97.5
712,SMC1B,9.1,8.5,40.4,6.8,52.2
713,BRWD3,98.3,78.2,100.9,42.7,51.0
714,ASB16,59.4,57.8,138.0,44.4,28.3
715,MAGEE2,102.5,50.4,5.9,24.8,47.9
716,ERVV-1,20.2,36.4,52.3,22.5,19.4
717,GAL3ST3,65.5,41.8,64.8,38.9,17.2
718,FLJ30679,107.8,70.0,106.8,52.7,48.6
719,ALS2CR11,23.1,2.9,33.6,4.6,41.5
720,ALS2CR11,27.7,46.9,79.6,34.4,43.5
721,UTS2R,318.0,304.2,332.6,290.2,458.0
722,USH1G,72.7,67.9,117.5,110.4,20.4
723,SYN1,91.5,61.9,33.3,14.2,13.3
724,SLC23A3,55.3,43.2,7.6,49.8,11.8
725,CNOT6L,26.6,8.0,25.5,7.9,1.5
726,CNOT6L,64.3,49.3,27.3,94.6,30.4
727,RHBDL3,43.9,58.8,23.7,60.8,32.7
728,ZNF718,482.9,490.8,389.8,295.0,446.8
729,DIP2B,16.8,4.7,51.6,17.0,18.6
730,SLC36A1,77.1,22.2,7.0,95.3,5.0
731,SNRNP48,2292.5,1538.7,1750.7,2196.9,3617.6
732,,94.1,76.8,70.5,28.6,80.9
733,ZNF560,2.0,1.3,27.2,1.6,0.8
734,RTTN,20.8,3.4,17.3,9.4,1.7
735,BTNL9,21.6,127.0,154.1,25.2,44.8
736,PUS10,249.7,320.7,267.5,406.2,366.2
737,PLCXD2,10.4,6.7,27.3,18.0,7.7
738,C21orf128,12.7,4.5,7.4,7.8,35.1
739,LMLN,148.1,123.3,141.2,198.1,110.3
740,RAD9B,71.9,43.1,32.6,117.3,82.4
741,ZNF555,139.3,102.4,188.2,117.0,140.8
742,NYAP1,55.8,29.8,70.0,38.5,46.6
743,SGK494,244.6,322.3,277.9,128.2,328.0
744,MRGPRX3,30.7,20.1,2.2,2.2,55.6
745,ABCA13,12.3,4.8,20.6,9.2,31.0
746,GPR128,24.2,15.8,48.7,16.5,22.3
747,CSF3R,161.4,62.6,141.4,136.8,63.8
748,C17orf77,34.8,22.2,2.6,50.3,14.9
749,DUSP5P1,37.0,8.2,32.7,67.1,23.6
750,DGKH,235.8,268.8,184.0,370.6,198.6
751,TMEM182,116.6,100.8,143.6,151.1,137.1
752,C16orf46,66.9,16.2,82.2,66.7,19.8
753,LSM14B,146.4,98.4,182.2,117.0,138.0
754,CASP8,60.3,46.4,8.4,26.9,6.7
755,PLB1,21.1,2.9,13.3,39.2,15.3
756,C20orf197,2.7,0.8,3.3,4.4,5.0
757,SLC5A3,132.4,129.7,178.8,136.0,182.6
758,KIF19,6.1,43.7,45.9,10.5,15.7
759,SLFNL1,42.2,66.6,82.7,68.8,55.2
760,GPR82,63.4,84.6,44.1,51.8,68.8
761,GPR82,2.9,26.9,1.5,1.5,3.3
762,RIBC1,3.9,109.9,130.2,3.5,29.6
763,OXGR1,7.7,3.8,81.8,2.8,38.0
764,CDC14C,11.6,20.9,29.2,12.2,30.7
765,SULT1C4,34.2,31.4,15.2,42.4,55.9
766,TEAD1,67.4,70.3,48.8,44.3,49.8
767,CATSPER2 /// CATSPER2P1 /// LOC101930343,31.0,76.9,30.7,42.8,43.8
768,POU5F2,38.9,72.0,17.5,86.2,4.6
769,RXFP2,33.3,21.3,33.5,5.3,37.7
770,BEND7,17.0,51.9,8.8,66.7,3.7
771,SLC18A2,7.8,26.7,64.0,8.9,39.5
772,SSMEM1,24.8,52.3,38.7,47.4,36.3
773,SSMEM1,21.5,3.3,8.1,3.5,4.5
774,MAB21L3,27.6,33.5,41.5,28.3,36.4
775,LOC285696,53.8,7.2,30.1,3.5,12.3
776,MIER3,102.3,151.5,59.7,131.0,104.4
777,SDE2,292.5,221.2,328.2,221.1,259.8
778,SLC35G3 /// SLC35G4P /// SLC35G5,13.4,78.6,11.5,82.1,86.8
779,UROC1,8.8,11.5,60.2,7.7,37.4
780,PCDH15,12.1,1.8,9.5,2.6,20.7
781,TNRC6A,104.8,19.7,62.2,14.0,95.8
782,KCNA6,7.1,71.8,79.8,8.7,37.6
783,NFX1,608.0,643.6,497.4,540.8,570.6
784,ARID2,163.3,156.9,158.8,132.2,130.3
785,AMER3,22.7,51.2,5.7,8.4,56.6
786,OTUD7A,12.8,4.7,13.7,6.2,33.1
787,ERVW-1,51.8,13.5,10.6,108.2,5.5
788,,101.7,113.4,119.6,115.8,116.6
789,,12.9,54.3,7.4,13.9,11.7
790,,34.2,71.8,8.6,2.7,8.7
791,LINC00889,6.2,6.9,9.1,19.5,46.3
792,FBXL18,259.8,145.0,34.5,44.6,16.6
793,FBXL18,23.5,24.8,39.3,17.0,37.1
794,DNAH6,30.6,4.4,27.6,0.8,43.1
795,C6orf195,8.7,59.2,60.8,62.8,5.1
796,PNPLA1,19.4,2.2,28.0,5.4,3.2
797,DEPDC4,41.8,12.9,14.2,40.6,45.4
798,ANKRD23 /// ANKRD39,20.8,41.3,48.7,10.7,20.7
799,COX6B2,28.8,13.6,38.7,32.6,10.5
800,FAM129C,19.3,9.8,55.7,8.2,44.5
801,EPHA10,101.8,55.2,75.3,14.1,15.8
802,,27.9,27.1,39.0,120.2,59.1
803,WDR64,2.9,38.2,7.0,44.2,17.5
804,PRO2949,49.6,2.1,4.2,26.2,6.6
805,BTBD9,24.8,46.2,10.0,12.9,21.0
806,AXDND1,48.4,25.3,11.2,37.7,24.9
807,HEATR9,91.9,67.5,11.0,56.8,20.1
808,PARP15,9.8,5.6,4.7,11.2,3.0
809,ARHGAP42,1.3,31.7,5.4,4.8,3.0
810,LINC01101,28.8,78.9,74.6,73.4,25.6
811,MFSD2A,104.4,90.3,68.6,77.1,52.2
812,ATM,51.7,10.0,96.2,57.4,31.7
813,FAM26D,2.7,65.3,84.2,31.3,4.4
814,NPHP3,108.8,8.9,57.3,12.4,8.0
815,ATG9B,53.7,39.6,4.4,32.8,52.2
816,CXorf58,24.9,54.6,78.1,2.0,11.8
817,EFCAB3 /// LOC102724660,77.1,116.0,122.6,65.9,61.6
818,TFAP2B,34.5,25.0,16.3,5.3,17.0
819,CD200R1,54.5,97.0,123.7,108.7,47.4
820,CCDC13,502.1,618.6,645.5,351.1,483.1
821,CCDC13,147.2,317.7,228.7,201.3,180.9
822,,17.8,9.1,19.0,7.1,6.0
823,CRHR1-IT1 /// MGC57346,167.2,126.2,157.7,238.8,131.8
824,CRHR1-IT1 /// MGC57346,243.2,328.8,286.9,211.3,243.5
825,MRGPRX1,63.6,17.0,53.3,28.1,4.6
826,HFE,17.8,48.1,19.7,45.6,3.3
827,RLN3,9.9,10.6,5.1,28.9,7.4
828,CSMD1,130.5,241.6,221.2,325.5,207.9
829,MACF1,48.0,76.0,59.6,46.2,65.0
830,ADAMTS20,4.1,3.3,2.4,1.9,4.1
831,ABCC12,44.2,8.4,72.0,2.9,3.6
832,SALL3,48.0,7.5,24.3,50.2,21.4
833,AGBL4,37.9,29.1,18.7,106.2,6.1
834,FLJ13744,5.8,11.7,42.8,8.0,5.5
835,SLC17A8,24.0,23.3,10.5,3.6,3.1
836,C11orf44,61.5,57.4,31.5,24.3,70.2
837,CNTNAP5,64.0,70.3,21.3,40.6,50.6
838,SATB2-AS1,29.3,26.1,3.0,10.6,29.6
839,RBFOX1,17.1,14.2,60.6,64.1,30.8
840,SLFN13,25.9,4.3,25.8,4.5,1.5
841,C12orf40,4.5,84.0,14.6,41.1,4.5
842,WDR65,47.4,84.0,5.7,68.6,65.6
843,C5orf64,67.7,28.3,49.8,59.4,8.4
844,ADAMTS15,22.2,9.8,16.4,8.8,10.7
845,LY86-AS1,26.9,37.5,38.6,33.9,31.0
846,FLJ31713,20.4,82.3,18.9,12.8,73.3
847,EDARADD,27.0,3.3,21.1,13.8,24.2
848,LOC101060424 /// LOC653786 /// OTOA,13.7,10.4,8.3,63.1,27.8
849,CCDC171,3.5,40.1,2.4,17.9,1.7
850,CYP4Z2P,2.9,9.9,3.7,4.7,36.2
851,C18orf15,60.1,12.3,14.9,11.1,14.5
852,MUC19,11.1,89.9,5.2,17.1,5.0
853,KLHDC7A,44.2,58.9,83.9,10.2,63.6
854,C11orf72,214.0,173.2,89.4,83.4,116.9
855,,33.1,36.4,53.4,11.8,49.2
856,AQP4-AS1,21.6,33.2,35.3,36.7,35.8
857,CNTNAP4,2.4,1.3,1.1,23.4,32.5
858,CNTNAP4,37.4,48.1,17.5,7.9,7.0
859,FER1L6-AS1,4.9,107.4,23.1,32.5,1.5
860,C1orf127,23.8,40.5,39.4,25.9,12.4
861,LOC100996634,36.2,28.4,26.2,5.5,20.0
862,AGBL1,12.6,5.9,13.1,22.0,6.6
863,FLJ34503,4.8,3.1,24.8,2.2,1.9
864,LINC00304,48.6,15.9,76.5,3.3,7.2
865,LINC00304,16.5,39.3,97.5,19.0,11.0
866,CCDC79,15.4,3.7,4.3,2.8,5.6
867,MYO1H,36.0,59.7,71.9,35.4,31.2
868,ASB14,67.8,107.4,68.7,90.5,101.2
869,RPTN,37.8,4.5,2.1,16.0,1.3
870,,42.9,23.9,8.5,99.1,7.7
871,LINC00269,12.3,9.1,22.2,8.4,6.0
872,VSTM4,47.8,36.8,37.1,16.0,5.9
873,CCDC150,12.7,8.4,12.5,11.6,8.3
874,C2orf61,11.3,6.3,5.6,5.2,4.7
875,FAM9B,8.5,26.1,6.9,6.0,43.3
876,,41.6,5.5,78.7,18.0,31.5
877,FLJ40288,28.7,217.3,141.8,105.0,143.6
878,CES5A,7.4,2.9,28.1,10.8,9.9
879,CHDC2,85.0,127.4,153.1,46.6,47.4
880,DCAF8L2 /// FLJ32742 /// LOC101928481,8.9,52.2,30.0,43.4,31.5
881,HYDIN2,41.7,2.8,44.6,47.3,46.0
882,DNAH17,50.3,55.5,63.0,16.9,35.3
883,SLC35G3,40.0,8.3,10.4,19.7,44.9
884,FLJ32955,5.0,2.1,39.2,26.4,27.3
885,LOC100288966,2.2,45.7,2.2,18.7,32.7
886,,10.3,4.8,5.1,2.3,5.2
887,KIRREL3-AS3,6.3,61.2,9.8,10.1,13.3
888,TMEM145,17.9,60.5,45.2,53.3,13.1
889,C15orf32,6.4,3.1,7.0,3.4,3.8
890,TSGA10IP,92.4,21.0,86.3,132.9,38.6
891,LINC00477,4.2,2.3,30.9,35.4,18.5
892,CCDC140,42.4,88.5,88.9,36.6,60.5
893,C17orf78,25.6,27.1,55.3,43.4,2.0
894,TEKT5,15.0,11.1,7.1,7.8,8.1
895,TEKT5,18.2,10.3,19.1,19.7,30.3
896,KSR2,26.1,83.1,16.3,81.9,44.2
897,PAX1,50.2,58.4,74.9,69.5,59.5
898,TDH,171.4,108.3,162.8,137.7,62.6
899,TDH,130.9,78.3,26.9,88.9,91.7
900,LINC00615,5.5,2.2,12.1,2.3,5.1
901,,71.5,57.9,45.8,102.2,55.2
902,SERPINA9,149.1,206.6,56.0,307.4,159.1
903,FBXL21,2.6,5.0,4.7,12.6,2.3
904,AKAP2 /// PALM2 /// PALM2-AKAP2,40.6,3.6,92.7,28.8,13.0
905,MRGPRX4,51.0,83.8,48.4,60.4,34.6
906,A2ML1,30.1,8.1,37.1,9.1,68.0
907,CPO,46.4,24.1,47.9,5.4,34.8
908,GPR6,74.8,138.1,95.3,139.4,81.5
909,MDS2,8.7,58.2,3.1,73.5,38.8
910,RQCD1,1122.9,1009.1,959.0,1482.7,1515.1
911,GJD3,108.3,235.4,107.7,54.7,96.7
912,HOXC12,45.0,88.4,27.6,58.2,63.0
913,VNN3,8.8,50.6,40.9,64.9,28.2
914,VNN3,47.7,59.2,97.2,57.6,57.3
915,MYEOV2,73.5,69.6,84.8,109.8,53.7
916,FERD3L,6.1,13.8,7.8,7.6,7.6
917,DEFT1P /// DEFT1P2,12.0,46.0,14.4,50.5,9.0
918,LINC00314,14.1,3.8,3.1,1.4,4.9
919,DEFB104A /// DEFB104B,28.0,29.3,58.1,39.9,6.8
920,NLRP14,47.2,11.3,65.7,4.9,87.7
921,DGKB,7.2,3.7,36.3,13.2,32.9
922,NLRP13,9.7,10.3,93.4,58.1,5.4
923,NLRP8,18.9,13.4,21.4,46.4,14.7
924,NLRP9,44.9,37.7,13.6,98.1,5.7
925,TAF5,614.2,580.6,527.4,622.4,628.9
926,TAS1R2,20.8,10.9,29.7,6.4,25.9
927,ITGB1,3111.4,3502.7,3861.9,3337.8,3275.6
928,PCSK6,26.1,39.7,135.1,31.8,54.7
929,ZNF341,22.0,104.9,37.2,12.9,77.2
930,JPH1,120.5,87.0,116.2,124.7,87.4
931,NLRP10,39.8,76.2,42.6,58.4,76.6
932,RANGAP1,707.0,767.3,596.9,882.1,864.9
933,MBNL2,36.9,67.7,35.2,29.3,2.2
934,KRT73,6.3,3.6,12.3,5.9,5.6
935,COX1,52071.6,56066.7,61432.2,59249.7,64463.9
936,KRT74,57.5,33.5,13.0,30.4,40.1
937,SLC29A2,163.1,202.5,145.8,59.9,149.8
938,LMX1A,49.9,3.2,67.2,118.6,5.2
939,CCDC125,528.2,452.2,434.7,606.4,472.3
940,GPR101,18.2,14.2,45.4,11.1,12.4
941,ILDR1,6.2,8.4,7.1,4.3,6.5
942,,0.9,15.3,1.4,15.4,0.9
943,,47.1,53.6,1.9,24.7,32.6
944,VN1R2,15.5,81.3,45.5,4.8,13.0
945,VN1R5,15.3,6.5,49.3,10.1,2.8
946,ND2,45931.1,42049.3,56054.7,47339.4,49911.1
947,TAAR8,79.4,15.4,70.2,30.9,29.7
948,TAS2R39,8.1,30.8,21.5,49.4,6.9
949,TAS2R38,76.4,142.0,81.0,24.0,10.0
950,TAS2R40,36.6,28.1,59.3,8.7,3.3
951,TAS2R41,2.0,29.7,6.9,48.0,16.7
952,TMEM171,72.4,79.4,47.8,95.1,41.6
953,VN1R4,68.3,9.1,76.2,42.1,63.8
954,TAS2R50,48.2,30.6,21.7,63.9,33.6
955,CD8B /// LOC100996919,62.8,22.8,74.6,108.4,86.7
956,MACROD2,207.5,139.4,193.0,153.2,105.7
957,DDAH1,113.1,107.2,83.7,149.9,92.8
958,PIANP,29.1,12.6,99.4,26.8,9.2
959,ATP6,47212.0,47181.5,61416.4,54339.2,51573.7
960,HIST1H1T,41.1,118.1,88.0,67.1,84.6
961,COX2,55306.0,58643.2,64372.2,64165.7,65713.1
962,COX2,55277.9,60640.1,74723.8,66646.4,65941.3
963,CYGB,16.7,11.3,47.2,13.0,9.8
964,EFNA2,16.4,33.5,4.6,2.8,44.0
965,IFNE,37.1,44.6,51.3,45.2,14.0
